"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter","Info","bt_data","comment"
"12861","344.882","Slave_0xaf9aab24","LE 1M","ATT","19","149\302\265s","0","1","True","59","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0910426520436f6f6c6d",""
"12863","344.883","Slave_0xaf9aab24","LE 1M","ATT","19","149\302\265s","1","0","True","59","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff091043414c4c494e4713",""
"12865","344.883","Slave_0xaf9aab24","LE 1M","ATT","19","149\302\265s","0","1","True","59","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0910454e4552474f4e27",""
"12867","344.884","Slave_0xaf9aab24","LE 1M","ATT","18","149\302\265s","1","0","False","59","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0810454e47414745bf",""
"12871","344.976","Slave_0xaf9aab24","LE 1M","ATT","17","150\302\265s","1","0","True","61","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0710504f574552a4",""
"12873","344.977","Slave_0xaf9aab24","LE 1M","ATT","20","150\302\265s","0","1","True","61","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0a10507573682d5570731f",""
"12875","344.978","Slave_0xaf9aab24","LE 1M","ATT","13","150\302\265s","1","0","False","61","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff03fafaf7",""
"12876","345.024","Master_0xaf9aab24","LE 1M","ATT","12","45871\302\265s","0","0","False","62","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff02f8fa",""
"12879","345.071","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","True","63","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"12881","345.072","Slave_0xaf9aab24","LE 1M","ATT","24","150\302\265s","0","1","False","63","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0ef85348323032312d30362d323189",""
"12886","345.214","Master_0xaf9aab24","LE 1M","ATT","12","47191\302\265s","1","1","False","66","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"12889","345.261","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","True","67","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"12891","345.262","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","1","0","False","67","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"13047","349.252","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","151","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"13049","349.299","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","0","0","False","152","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"13052","349.347","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","True","153","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"13054","349.347","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","0","1","False","153","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"13210","353.242","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","235","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"13213","353.289","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","True","236","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"13215","353.290","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","0","1","False","236","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"13374","357.279","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","320","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"13377","357.327","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","True","321","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"13380","357.375","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","1","0","False","322","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"13510","361.270","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","404","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"13513","361.317","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","True","405","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"13515","361.318","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","1","0","False","405","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"13678","365.307","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","489","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"13681","365.355","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","True","490","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"13683","365.356","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","0","1","False","490","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"13839","369.298","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","573","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"13842","369.345","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","True","574","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"13844","369.346","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","1","0","False","574","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"13994","373.335","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","658","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"13995","373.383","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","1","1","False","659","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"13998","373.431","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","True","660","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"14000","373.431","Slave_0xaf9aab24","LE 1M","ATT","22","149\302\265s","1","0","False","660","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"14156","377.326","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","742","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"14159","377.373","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","True","743","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"14161","377.374","Slave_0xaf9aab24","LE 1M","ATT","22","151\302\265s","0","1","False","743","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"14319","381.363","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","827","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"14322","381.411","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","True","828","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"14324","381.412","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","0","1","False","828","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"14326","381.459","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","0","1","False","829","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"14486","385.354","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","911","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"14490","385.449","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","True","913","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"14492","385.449","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","1","0","False","913","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"14644","389.391","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","996","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"14645","389.439","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","1","1","False","997","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"14649","389.534","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","True","999","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"14651","389.535","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","1","0","False","999","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"14798","393.382","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","1080","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"14801","393.429","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","True","1081","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"14803","393.430","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","0","1","False","1081","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"14962","397.419","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","1165","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"14965","397.467","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","True","1166","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"14967","397.468","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","1","0","False","1166","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"15120","401.410","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","1249","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"15123","401.457","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","True","1250","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"15125","401.458","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","1","0","False","1250","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"15286","405.447","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","1334","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"15289","405.495","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","True","1335","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"15291","405.496","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","0","1","False","1335","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"15444","409.438","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","1418","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"15448","409.533","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","True","1420","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"15450","409.533","Slave_0xaf9aab24","LE 1M","ATT","22","150\302\265s","1","0","False","1420","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"15605","413.475","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","1503","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020f11",""
"15609","413.571","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","True","1505","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"15611","413.571","Slave_0xaf9aab24","LE 1M","ATT","22","151\302\265s","0","1","False","1505","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff0c0f00498f00000000010001f5",""
"15930","421.694","Master_0xaf9aab24","LE 1M","ATT","13","47193\302\265s","0","0","False","1676","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff030a000d","transform to Drive mode"
"15933","421.741","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","1677","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"16281","430.672","Slave_0xaf9aab24","LE 1M","ATT","13","151\302\265s","0","1","False","1865","Rcvd Handle Value Notification, Handle: 0x000a (Unknown: Unknown)","ffff030a010e",""
"17019","451.335","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2300","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17022","451.383","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2301","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17025","451.478","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2303","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17026","451.525","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","0","0","False","2304","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17029","451.573","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2305","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17034","451.715","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2308","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17037","451.763","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2309","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17045","452.000","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2314","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17048","452.048","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2315","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17079","452.808","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","2331","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020103","move north"
"17082","452.856","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","2332","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17089","453.045","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2336","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020103",""
"17093","453.141","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2338","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17098","453.283","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2341","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17101","453.331","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2342","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17103","453.378","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2343","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17110","453.568","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","2347","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17113","453.616","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","2348","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17115","453.663","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","2349","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17120","453.806","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2352","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17123","453.853","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2353","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17130","454.043","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","2357","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17133","454.091","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","2358","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17140","454.328","Master_0xaf9aab24","LE 1M","ATT","12","47423\302\265s","0","0","False","2363","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17143","454.376","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2364","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17150","454.566","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2368","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17153","454.613","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2369","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17162","454.851","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2374","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17165","454.898","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2375","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17167","454.946","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2376","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17172","455.088","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2379","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
